organism,strain,parameter,unit,direction,low_threshold,low_state,optimal_low,optimal_high,normal_state,high_threshold,high_state,gem_reaction,gem_model,reaction_type,notes,source_type,citation,confidence,resolution_note
CHO,CHO-S,glucose,g/L,substrate,1.5,flux_limited,1.5,3.5,optimal,5.0,overflow_risk,HEX1,iCHO2291,metabolic,low_state=flux_limited; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Altamirano et al. 2006 J Biotechnol; Glacken et al. 1988 Biotechnol Bioeng,HIGH,
CHO,CHO-S,lactate,g/L,byproduct,0.3,optimal,0.3,1.5,moderate,3.0,critical,LDH_L,iCHO2291,metabolic,low_state=optimal; normal_state=moderate; high_state=critical; direction=byproduct; unit=g/L,literature,Zagari et al. 2013 New Biotechnol; Luo et al. 2012 Biotechnol Bioeng,HIGH,
CHO,CHO-S,pH,,indicator,6.85,acidosis,6.85,7.15,optimal,7.35,alkalosis,ATPM,iCHO2291,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Li et al. 2010 Biotechnol Bioeng; Trummer et al. 2006 Biotechnol Bioeng,HIGH,
CHO,CHO-S,temperature,C,control,34.0,cold_shift,34.0,36.5,optimal,37.5,heat_stress,TEMP_SHIFT,iCHO2291,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Kaufmann et al. 1999 Biotechnol Bioeng; Yoon et al. 2003 Biotechnol Bioeng,HIGH,
CHO,CHO-S,titer,g/L,product,0.3,low_production,0.3,1.0,on_track,2.5,high_producing,IgG_production,iCHO2291,custom_exchange,low_state=low_production; normal_state=on_track; high_state=high_producing; direction=product; unit=g/L,domain_knowledge,Process-specific; typical CHO mAb range 1-10 g/L,MEDIUM,
CHO,CHO-S,viability,%,indicator,75.0,critical,75.0,88.0,healthy,96.0,excellent,APOPTOSIS,iCHO2291,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,regulatory,ICH Q5D; industry standard fed-batch harvest criteria,HIGH,
E. coli,BL21 Star,CO2,%,byproduct,2.0,low_respiration,2.0,8.0,optimal,15.0,high_respiration,PDH,iML1515,metabolic,low_state=low_respiration; normal_state=optimal; high_state=high_respiration; direction=byproduct; unit=%,domain_knowledge,"CER monitoring in HCDC; limited standardized thresholds; CAVEAT: process-dependent, validate on-site",MEDIUM,"CO2 thresholds are CER-derived estimates. Absolute values depend on bioreactor headspace volume, sparge rate, and off-gas analyzer calibration. Use as relative trend indicator, not absolute setpoint. Validate against site-specific off-gas baseline."
E. coli,BL21 Star,DO,%,substrate,10.0,microaerobic,10.0,30.0,optimal,80.0,excess,CYTBO3_4pp,iML1515,metabolic,low_state=microaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Shiloach & Fass 2005 Biotechnol Adv; Lara et al. 2006 Mol Biotechnol,HIGH,
E. coli,BL21 Star,O2,%,substrate,14.0,high_OUR,14.0,18.0,balanced,21.0,low_demand,CYTBO3_4pp,iML1515,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Shiloach & Fass 2005 (OUR/CER monitoring),MEDIUM,
E. coli,BL21 Star,OD600,OD,output,5.0,lag_or_slow,5.0,30.0,exponential,80.0,high_density,BIOMASS_Ec_iML1515_core_75p37M,iML1515,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,literature,Korz et al. 1995 J Biotechnol; Riesenberg & Guthke 1999,HIGH,
E. coli,BL21 Star,acetate,g/L,byproduct,0.5,optimal,0.5,2.0,moderate,5.0,inhibitory,PTAr,iML1515,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,literature,Luli & Strohl 1990 Appl Environ Microbiol; Eiteman & Altman 2006,HIGH,
E. coli,BL21 Star,agitation,rpm,control,200.0,poor_mixing,200.0,500.0,optimal,800.0,high_shear,kLa,iML1515,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,literature,Shiloach & Fass 2005; Garcia-Ochoa & Gomez 2009 Biotechnol Adv,MEDIUM,
E. coli,BL21 Star,ammonia,mM,substrate_and_byproduct,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iML1515,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate_and_byproduct; unit=mM,literature,Riesenberg et al. 1991 J Biotechnol; Shiloach & Fass 2005,HIGH,
E. coli,BL21 Star,glucose,g/L,substrate,1.0,carbon_starved,1.0,5.0,optimal,10.0,overflow_risk,GLCptspp,iML1515,metabolic,low_state=carbon_starved; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Lee 1996 Trends Biotechnol; Eiteman & Altman 2006 Trends Biotechnol,HIGH,
E. coli,BL21 Star,pH,,indicator,6.5,acidosis,6.5,7.0,optimal,7.5,alkalosis,EX_h_e,iML1515,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Shiloach & Fass 2005 Biotechnol Adv,HIGH,
E. coli,BL21 Star,temperature,C,control,30.0,reduced_temp,30.0,37.0,optimal,42.0,heat_shock,TEMP_CONTROL,iML1515,control_placeholder,low_state=reduced_temp; normal_state=optimal; high_state=heat_shock; direction=control; unit=C,textbook,Baneyx 1999 Curr Opin Biotechnol; Neidhardt et al. Physiology of the Bacterial Cell,HIGH,
E. coli,BL21 Star,titer,g/L,product,0.3,low_expression,0.3,2.0,on_track,10.0,high_expression,RECPROT_expression,iML1515,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,literature,Lopez et al. 2009 Microb Cell Fact (rne131),MEDIUM,
E. coli,BL21 Star,viability,%,indicator,50.0,lysis,50.0,72.0,moderate_stress,95.0,healthy,STRESS_RESPONSE,iML1515,biological_state,low_state=lysis; normal_state=moderate_stress; high_state=healthy; direction=indicator; unit=%,domain_knowledge,Higher expression burden; faster viability decline,MEDIUM,"Inherited from E. coli base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: E. coli viability method-dependent (plate counts vs flow). Strain delta verified by domain expertise, not independent publication."
E. coli,BL21(DE3),CO2,%,byproduct,2.0,low_respiration,2.0,8.0,optimal,15.0,high_respiration,PDH,iML1515,metabolic,low_state=low_respiration; normal_state=optimal; high_state=high_respiration; direction=byproduct; unit=%,domain_knowledge,"CER monitoring in HCDC; limited standardized thresholds; CAVEAT: process-dependent, validate on-site",MEDIUM,"CO2 thresholds are CER-derived estimates. Absolute values depend on bioreactor headspace volume, sparge rate, and off-gas analyzer calibration. Use as relative trend indicator, not absolute setpoint. Validate against site-specific off-gas baseline."
E. coli,BL21(DE3),DO,%,substrate,10.0,microaerobic,10.0,30.0,optimal,80.0,excess,CYTBO3_4pp,iML1515,metabolic,low_state=microaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Shiloach & Fass 2005 Biotechnol Adv; Lara et al. 2006 Mol Biotechnol,HIGH,
E. coli,BL21(DE3),O2,%,substrate,14.0,high_OUR,14.0,18.0,balanced,21.0,low_demand,CYTBO3_4pp,iML1515,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Shiloach & Fass 2005 (OUR/CER monitoring),MEDIUM,
E. coli,BL21(DE3),OD600,OD,output,5.0,lag_or_slow,5.0,30.0,exponential,80.0,high_density,BIOMASS_Ec_iML1515_core_75p37M,iML1515,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,literature,Korz et al. 1995 J Biotechnol; Riesenberg & Guthke 1999,HIGH,
E. coli,BL21(DE3),acetate,g/L,byproduct,0.5,optimal,0.5,2.0,moderate,5.0,inhibitory,PTAr,iML1515,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,literature,Luli & Strohl 1990 Appl Environ Microbiol; Eiteman & Altman 2006,HIGH,
E. coli,BL21(DE3),agitation,rpm,control,200.0,poor_mixing,200.0,500.0,optimal,800.0,high_shear,kLa,iML1515,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,literature,Shiloach & Fass 2005; Garcia-Ochoa & Gomez 2009 Biotechnol Adv,MEDIUM,
E. coli,BL21(DE3),ammonia,mM,substrate_and_byproduct,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iML1515,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate_and_byproduct; unit=mM,literature,Riesenberg et al. 1991 J Biotechnol; Shiloach & Fass 2005,HIGH,
E. coli,BL21(DE3),glucose,g/L,substrate,1.0,carbon_starved,1.0,5.0,optimal,10.0,overflow_risk,GLCptspp,iML1515,metabolic,low_state=carbon_starved; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Lee 1996 Trends Biotechnol; Eiteman & Altman 2006 Trends Biotechnol,HIGH,
E. coli,BL21(DE3),pH,,indicator,6.5,acidosis,6.5,7.0,optimal,7.5,alkalosis,EX_h_e,iML1515,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Shiloach & Fass 2005 Biotechnol Adv,HIGH,
E. coli,BL21(DE3),temperature,C,control,25.0,reduced_temp,25.0,37.0,optimal,42.0,heat_shock,TEMP_CONTROL,iML1515,control_placeholder,low_state=reduced_temp; normal_state=optimal; high_state=heat_shock; direction=control; unit=C,literature,Baneyx 1999 Curr Opin Biotechnol,HIGH,
E. coli,BL21(DE3),titer,g/L,product,0.2,low_expression,0.2,1.5,on_track,8.0,high_expression,RECPROT_expression,iML1515,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,literature,Studier & Moffatt 1986 J Mol Biol (T7 system),HIGH,
E. coli,BL21(DE3),viability,%,indicator,55.0,lysis,55.0,75.0,moderate_stress,95.0,healthy,STRESS_RESPONSE,iML1515,biological_state,low_state=lysis; normal_state=moderate_stress; high_state=healthy; direction=indicator; unit=%,literature,Studier et al. 2009 Protein Expr Purif (lon/ompT),MEDIUM,
E. coli,HMS174(DE3),CO2,%,byproduct,2.0,low_respiration,2.0,8.0,optimal,15.0,high_respiration,PDH,iML1515,metabolic,low_state=low_respiration; normal_state=optimal; high_state=high_respiration; direction=byproduct; unit=%,domain_knowledge,"CER monitoring in HCDC; limited standardized thresholds; CAVEAT: process-dependent, validate on-site",MEDIUM,"CO2 thresholds are CER-derived estimates. Absolute values depend on bioreactor headspace volume, sparge rate, and off-gas analyzer calibration. Use as relative trend indicator, not absolute setpoint. Validate against site-specific off-gas baseline."
E. coli,HMS174(DE3),DO,%,substrate,10.0,microaerobic,10.0,30.0,optimal,80.0,excess,CYTBO3_4pp,iML1515,metabolic,low_state=microaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Shiloach & Fass 2005 Biotechnol Adv; Lara et al. 2006 Mol Biotechnol,HIGH,
E. coli,HMS174(DE3),O2,%,substrate,14.0,high_OUR,14.0,18.0,balanced,21.0,low_demand,CYTBO3_4pp,iML1515,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Shiloach & Fass 2005 (OUR/CER monitoring),MEDIUM,
E. coli,HMS174(DE3),OD600,OD,output,5.0,lag_or_slow,5.0,25.0,exponential,60.0,high_density,BIOMASS_Ec_iML1515_core_75p37M,iML1515,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,domain_knowledge,K-12 derivative lower density; recA- stability,MEDIUM,"Inherited from E. coli base organism (confidence=HIGH). Strain-specific adjustment applied. Base citation: Korz et al. 1995 J Biotechnol; Riesenberg & Guthke 1999. Strain delta verified by domain expertise, not independent publication."
E. coli,HMS174(DE3),acetate,g/L,byproduct,0.5,optimal,0.5,1.5,moderate,5.0,inhibitory,PTAr,iML1515,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,domain_knowledge,K-12 vs B-strain acetate metabolism,MEDIUM,"Inherited from E. coli base organism (confidence=HIGH). Strain-specific adjustment applied. Base citation: Luli & Strohl 1990 Appl Environ Microbiol; Eiteman & Altman 2006. Strain delta verified by domain expertise, not independent publication."
E. coli,HMS174(DE3),agitation,rpm,control,200.0,poor_mixing,200.0,500.0,optimal,800.0,high_shear,kLa,iML1515,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,literature,Shiloach & Fass 2005; Garcia-Ochoa & Gomez 2009 Biotechnol Adv,MEDIUM,
E. coli,HMS174(DE3),ammonia,mM,substrate_and_byproduct,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iML1515,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate_and_byproduct; unit=mM,literature,Riesenberg et al. 1991 J Biotechnol; Shiloach & Fass 2005,HIGH,
E. coli,HMS174(DE3),glucose,g/L,substrate,1.0,carbon_starved,1.0,5.0,optimal,10.0,overflow_risk,GLCptspp,iML1515,metabolic,low_state=carbon_starved; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Lee 1996 Trends Biotechnol; Eiteman & Altman 2006 Trends Biotechnol,HIGH,
E. coli,HMS174(DE3),pH,,indicator,6.5,acidosis,6.5,7.0,optimal,7.5,alkalosis,EX_h_e,iML1515,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Shiloach & Fass 2005 Biotechnol Adv,HIGH,
E. coli,HMS174(DE3),temperature,C,control,30.0,reduced_temp,30.0,37.0,optimal,42.0,heat_shock,TEMP_CONTROL,iML1515,control_placeholder,low_state=reduced_temp; normal_state=optimal; high_state=heat_shock; direction=control; unit=C,textbook,Baneyx 1999 Curr Opin Biotechnol; Neidhardt et al. Physiology of the Bacterial Cell,HIGH,
E. coli,HMS174(DE3),titer,g/L,product,0.15,low_expression,0.15,0.8,on_track,3.0,high_expression,RECPROT_expression,iML1515,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,domain_knowledge,Active restriction; lower expression than BL21,MEDIUM,"Inherited from E. coli base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Yee & Blanch 1992 Biotechnol Bioeng; strain/expression dependent. Strain delta verified by domain expertise, not independent publication."
E. coli,HMS174(DE3),viability,%,indicator,60.0,lysis,60.0,80.0,moderate_stress,95.0,healthy,STRESS_RESPONSE,iML1515,biological_state,low_state=lysis; normal_state=moderate_stress; high_state=healthy; direction=indicator; unit=%,domain_knowledge,E. coli viability method-dependent (plate counts vs flow),MEDIUM,"Inherited from E. coli base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: E. coli viability method-dependent (plate counts vs flow). Strain delta verified by domain expertise, not independent publication."
E. coli,K-12 MG1655,CO2,%,byproduct,2.0,low_respiration,2.0,8.0,optimal,15.0,high_respiration,PDH,iML1515,metabolic,low_state=low_respiration; normal_state=optimal; high_state=high_respiration; direction=byproduct; unit=%,domain_knowledge,"CER monitoring in HCDC; limited standardized thresholds; CAVEAT: process-dependent, validate on-site",MEDIUM,"CO2 thresholds are CER-derived estimates. Absolute values depend on bioreactor headspace volume, sparge rate, and off-gas analyzer calibration. Use as relative trend indicator, not absolute setpoint. Validate against site-specific off-gas baseline."
E. coli,K-12 MG1655,DO,%,substrate,10.0,microaerobic,10.0,30.0,optimal,80.0,excess,CYTBO3_4pp,iML1515,metabolic,low_state=microaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Shiloach & Fass 2005 Biotechnol Adv; Lara et al. 2006 Mol Biotechnol,HIGH,
E. coli,K-12 MG1655,O2,%,substrate,14.0,high_OUR,14.0,18.0,balanced,21.0,low_demand,CYTBO3_4pp,iML1515,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Shiloach & Fass 2005 (OUR/CER monitoring),MEDIUM,
E. coli,K-12 MG1655,OD600,OD,output,5.0,lag_or_slow,5.0,20.0,exponential,50.0,high_density,BIOMASS_Ec_iML1515_core_75p37M,iML1515,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,literature,Blattner et al. 1997 Science (MG1655 genome),HIGH,
E. coli,K-12 MG1655,acetate,g/L,byproduct,0.3,optimal,0.3,1.5,moderate,4.0,inhibitory,PTAr,iML1515,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,literature,Kumari et al. 2000 J Bacteriol (acs in K-12),MEDIUM,
E. coli,K-12 MG1655,agitation,rpm,control,200.0,poor_mixing,200.0,500.0,optimal,800.0,high_shear,kLa,iML1515,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,literature,Shiloach & Fass 2005; Garcia-Ochoa & Gomez 2009 Biotechnol Adv,MEDIUM,
E. coli,K-12 MG1655,ammonia,mM,substrate_and_byproduct,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iML1515,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate_and_byproduct; unit=mM,literature,Riesenberg et al. 1991 J Biotechnol; Shiloach & Fass 2005,HIGH,
E. coli,K-12 MG1655,glucose,g/L,substrate,1.0,carbon_starved,1.0,5.0,optimal,10.0,overflow_risk,GLCptspp,iML1515,metabolic,low_state=carbon_starved; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Lee 1996 Trends Biotechnol; Eiteman & Altman 2006 Trends Biotechnol,HIGH,
E. coli,K-12 MG1655,pH,,indicator,6.5,acidosis,6.5,7.0,optimal,7.5,alkalosis,EX_h_e,iML1515,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Shiloach & Fass 2005 Biotechnol Adv,HIGH,
E. coli,K-12 MG1655,temperature,C,control,30.0,reduced_temp,30.0,37.0,optimal,42.0,heat_shock,TEMP_CONTROL,iML1515,control_placeholder,low_state=reduced_temp; normal_state=optimal; high_state=heat_shock; direction=control; unit=C,textbook,Baneyx 1999 Curr Opin Biotechnol; Neidhardt et al. Physiology of the Bacterial Cell,HIGH,
E. coli,K-12 MG1655,titer,g/L,product,0.1,low_expression,0.1,0.5,on_track,2.0,high_expression,RECPROT_expression,iML1515,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,domain_knowledge,Active lon/ompT degrade recombinant protein,MEDIUM,
E. coli,K-12 MG1655,viability,%,indicator,60.0,lysis,60.0,80.0,moderate_stress,95.0,healthy,STRESS_RESPONSE,iML1515,biological_state,low_state=lysis; normal_state=moderate_stress; high_state=healthy; direction=indicator; unit=%,domain_knowledge,E. coli viability method-dependent (plate counts vs flow),MEDIUM,"Inherited from E. coli base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: E. coli viability method-dependent (plate counts vs flow). Strain delta verified by domain expertise, not independent publication."
E. coli,W3110,CO2,%,byproduct,2.0,low_respiration,2.0,8.0,optimal,15.0,high_respiration,PDH,iML1515,metabolic,low_state=low_respiration; normal_state=optimal; high_state=high_respiration; direction=byproduct; unit=%,domain_knowledge,"CER monitoring in HCDC; limited standardized thresholds; CAVEAT: process-dependent, validate on-site",MEDIUM,"CO2 thresholds are CER-derived estimates. Absolute values depend on bioreactor headspace volume, sparge rate, and off-gas analyzer calibration. Use as relative trend indicator, not absolute setpoint. Validate against site-specific off-gas baseline."
E. coli,W3110,DO,%,substrate,10.0,microaerobic,10.0,30.0,optimal,80.0,excess,CYTBO3_4pp,iML1515,metabolic,low_state=microaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Shiloach & Fass 2005 Biotechnol Adv; Lara et al. 2006 Mol Biotechnol,HIGH,
E. coli,W3110,O2,%,substrate,14.0,high_OUR,14.0,18.0,balanced,21.0,low_demand,CYTBO3_4pp,iML1515,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Shiloach & Fass 2005 (OUR/CER monitoring),MEDIUM,
E. coli,W3110,OD600,OD,output,5.0,lag_or_slow,5.0,25.0,exponential,65.0,high_density,BIOMASS_Ec_iML1515_core_75p37M,iML1515,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,literature,Yoon et al. 2009 Biotechnol Bioeng,MEDIUM,
E. coli,W3110,acetate,g/L,byproduct,0.5,optimal,0.5,1.8,moderate,5.0,inhibitory,PTAr,iML1515,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,literature,Well-characterized overflow; extensive fed-batch protocols,MEDIUM,
E. coli,W3110,agitation,rpm,control,200.0,poor_mixing,200.0,500.0,optimal,800.0,high_shear,kLa,iML1515,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,literature,Shiloach & Fass 2005; Garcia-Ochoa & Gomez 2009 Biotechnol Adv,MEDIUM,
E. coli,W3110,ammonia,mM,substrate_and_byproduct,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iML1515,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate_and_byproduct; unit=mM,literature,Riesenberg et al. 1991 J Biotechnol; Shiloach & Fass 2005,HIGH,
E. coli,W3110,glucose,g/L,substrate,1.0,carbon_starved,1.0,5.0,optimal,10.0,overflow_risk,GLCptspp,iML1515,metabolic,low_state=carbon_starved; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Lee 1996 Trends Biotechnol; Eiteman & Altman 2006 Trends Biotechnol,HIGH,
E. coli,W3110,pH,,indicator,6.5,acidosis,6.5,7.0,optimal,7.5,alkalosis,EX_h_e,iML1515,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Shiloach & Fass 2005 Biotechnol Adv,HIGH,
E. coli,W3110,temperature,C,control,28.0,reduced_temp,28.0,37.0,optimal,42.0,heat_shock,TEMP_CONTROL,iML1515,control_placeholder,low_state=reduced_temp; normal_state=optimal; high_state=heat_shock; direction=control; unit=C,literature,Swartz 2001 Curr Opin Biotechnol (28-30C soluble),MEDIUM,
E. coli,W3110,titer,g/L,product,0.2,low_expression,0.2,1.0,on_track,6.0,high_expression,RECPROT_expression,iML1515,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,regulatory,FDA-approved lineage for Humulin; Eli Lilly process,HIGH,
E. coli,W3110,viability,%,indicator,60.0,lysis,60.0,80.0,moderate_stress,95.0,healthy,STRESS_RESPONSE,iML1515,biological_state,low_state=lysis; normal_state=moderate_stress; high_state=healthy; direction=indicator; unit=%,domain_knowledge,E. coli viability method-dependent (plate counts vs flow),MEDIUM,"Inherited from E. coli base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: E. coli viability method-dependent (plate counts vs flow). Strain delta verified by domain expertise, not independent publication."
HEK293,HEK293F,CO2,%,byproduct,4.0,low_metabolism,4.0,10.0,optimal,15.0,hypercapnia,CS,Recon3D,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=hypercapnia; direction=byproduct; unit=%,domain_knowledge,"Extrapolated from mammalian; HEK293-specific CER not published; CAVEAT: process-dependent, validate on-site",MEDIUM,"CO2 thresholds are CER-derived estimates. Absolute values depend on bioreactor headspace volume, sparge rate, and off-gas analyzer calibration. Use as relative trend indicator, not absolute setpoint. Validate against site-specific off-gas baseline."
HEK293,HEK293F,DO,%,substrate,20.0,hypoxic,20.0,40.0,optimal,80.0,excess,COXE,Recon3D,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Emmerling et al. 2016 Hum Gene Ther Methods,MEDIUM,
HEK293,HEK293F,O2,%,substrate,15.0,oxygen_depleted,15.0,18.0,balanced,21.0,low_demand,COXE,Recon3D,metabolic,low_state=oxygen_depleted; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,domain_knowledge,"Extrapolated from mammalian off-gas; limited HEK293 data; CAVEAT: assumes air inlet, validate analyzer calibration",MEDIUM,"O2 off-gas thresholds depend on inlet composition (air vs enriched O2), sparge rate, headspace pressure, and analyzer placement. Values assume standard air inlet (21% O2). Use OUR/CER ratio (RQ) for more reliable metabolic state assessment than absolute off-gas %."
HEK293,HEK293F,VCD,e6/mL,output,0.8,slow_growth,0.8,2.5,transfection_ready,5.0,overgrown,BIOMASS_hek293,Recon3D,custom_exchange,low_state=slow_growth; normal_state=transfection_ready; high_state=overgrown; direction=output; unit=e6/mL,literature,Backliwal et al. 2008 Biotechnol Bioeng (FreeStyle 293-F),MEDIUM,
HEK293,HEK293F,agitation,rpm,control,80.0,poor_mixing,80.0,150.0,optimal,220.0,shear_risk,kLa,Recon3D,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=shear_risk; direction=control; unit=rpm,literature,FreeStyle system 125 rpm orbital shaker protocol,MEDIUM,
HEK293,HEK293F,ammonia,mM,byproduct,2.0,optimal,2.0,5.0,moderate,8.0,toxic,GLNS,Recon3D,metabolic,low_state=optimal; normal_state=moderate; high_state=toxic; direction=byproduct; unit=mM,domain_knowledge,Extrapolated from mammalian; HEK293-specific data sparse,MEDIUM,"Inherited from HEK293 base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Extrapolated from mammalian; HEK293-specific data sparse. Strain delta verified by domain expertise, not independent publication."
HEK293,HEK293F,glucose,g/L,substrate,1.5,flux_limited,1.5,3.5,optimal,6.0,overflow_risk,HEX1,Recon3D,metabolic,low_state=flux_limited; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Grieger et al. 2016 Nat Protoc; Henry et al. 2011 Biotechnol Bioeng,MEDIUM,
HEK293,HEK293F,lactate,g/L,byproduct,0.5,optimal,0.5,2.0,moderate,4.0,critical,LDH_L,Recon3D,metabolic,low_state=optimal; normal_state=moderate; high_state=critical; direction=byproduct; unit=g/L,domain_knowledge,293F serum-free; limited metabolic comparisons,MEDIUM,"Inherited from HEK293 base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Cervera et al. 2013 J Biotechnol; Blessing et al. 2019 Mol Ther. Strain delta verified by domain expertise, not independent publication."
HEK293,HEK293F,pH,,indicator,6.9,acidosis,6.9,7.2,optimal,7.5,alkalosis,ATPM,Recon3D,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Grieger et al. 2016 Nat Protoc,HIGH,
HEK293,HEK293F,temperature,C,control,35.0,cold_shift,35.0,37.0,optimal,38.5,heat_stress,TEMP_SHIFT,Recon3D,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Grieger et al. 2016 Nat Protoc,HIGH,
HEK293,HEK293F,titer,vg/mL,product,10000000000.0,low_production,10000000000.0,100000000000.0,on_track,1000000000000.0,high_producing,AAV_assembly,Recon3D,custom_exchange,low_state=low_production; normal_state=on_track; high_state=high_producing; direction=product; unit=vg/mL,literature,Grieger et al. 2016 Nat Protoc (AAV vg/mL); Blessing et al. 2019,HIGH,
HEK293,HEK293F,viability,%,indicator,65.0,critical,65.0,80.0,healthy,95.0,excellent,APOPTOSIS,Recon3D,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,literature,Naso et al. 2017 BioDrugs; post-transfection drop expected,HIGH,
